Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey
1AC,Tatkal,MAS,JP,2,Child,1019,8,19,Shatabdi,303,Defense Quota,No,124.0,0,4,2,244
3AC,Premium Tatkal,ASR,UMB,1,Adult,1341,6,25,Superfast,458,Senior Citizen,Yes,0.0,1,4,3,244
3AC,Tatkal,KOAA,GKP,5,Senior Citizen,1596,7,26,Express,449,No_Special_Consideration,Yes,0.0,1,4,4,244
1AC,Tatkal,ASR,KOAA,3,Child,225,8,44,Express,175,Defense Quota,No,188.0,0,4,5,244
Sleeper,Ladies,JU,ADI,1,Adult,1577,18,10,Express,103,Senior Citizen,No,0.0,1,4,6,244
3AC,Tatkal,UMB,HWH,2,Child,308,4,24,Superfast,65,Senior Citizen,Yes,0.0,1,4,0,244
Sleeper,General,MMCT,GKP,5,Senior Citizen,1360,17,26,Rajdhani,224,No_Special_Consideration,Yes,0.0,1,4,1,244
Sleeper,Tatkal,NDLS,HWH,5,Adult,300,9,5,Rajdhani,288,No_Special_Consideration,No,102.0,0,4,2,244
Sleeper,Premium Tatkal,UMB,GKP,5,Adult,1372,12,15,Express,269,No_Special_Consideration,No,0.0,1,4,3,244
2AC,General,MMCT,MMCT,4,Senior Citizen,759,7,20,Shatabdi,283,Defense Quota,Yes,0.0,1,4,4,244
2AC,Tatkal,HWH,MAS,4,Senior Citizen,398,9,45,Rajdhani,440,Defense Quota,Yes,0.0,1,4,5,244
Sleeper,General,BBS,CNB,2,Child,640,14,10,Shatabdi,403,Senior Citizen,Yes,0.0,1,4,6,244
Sleeper,Tatkal,LKO,SC,1,Senior Citizen,1973,2,43,Superfast,196,Defense Quota,No,0.0,1,4,0,244
2AC,Premium Tatkal,JHS,JHS,1,Child,1652,4,34,Shatabdi,437,Defense Quota,No,0.0,1,4,1,244
1AC,Ladies,SC,JU,2,Adult,1237,8,29,Rajdhani,247,No_Special_Consideration,No,0.0,1,4,2,244
3AC,Premium Tatkal,JU,LKO,1,Adult,910,13,40,Rajdhani,154,Senior Citizen,No,0.0,1,4,3,244
1AC,General,LTT,LTT,1,Child,316,7,46,Express,446,Defense Quota,No,0.0,1,4,4,244
Sleeper,General,MAS,ASR,4,Child,767,19,31,Rajdhani,126,No_Special_Consideration,No,0.0,1,4,5,244
2AC,Ladies,BSB,BBS,4,Child,1758,2,12,Superfast,397,No_Special_Consideration,No,0.0,1,4,6,244
Sleeper,Tatkal,HWH,BCT,3,Senior Citizen,1564,17,9,Superfast,295,Defense Quota,No,0.0,1,4,0,244
2AC,Premium Tatkal,HWH,ASR,4,Senior Citizen,1209,7,27,Superfast,404,Senior Citizen,Yes,0.0,1,4,1,244
3AC,General,BSB,CSMT,4,Child,1973,10,16,Express,66,No_Special_Consideration,No,109.0,0,4,2,244
1AC,Ladies,JHS,MAS,5,Senior Citizen,1089,9,4,Shatabdi,337,Senior Citizen,No,0.0,1,5,3,244
2AC,Premium Tatkal,CNB,CNB,4,Senior Citizen,1876,16,21,Rajdhani,191,No_Special_Consideration,No,67.0,0,5,4,244
3AC,Tatkal,MMCT,LKO,2,Child,1499,11,22,Express,413,Defense Quota,Yes,102.0,0,5,5,244
2AC,Ladies,BBS,NJP,2,Senior Citizen,456,2,35,Shatabdi,296,Senior Citizen,No,0.0,1,5,6,244
3AC,Premium Tatkal,BCT,UMB,2,Adult,335,2,7,Express,204,Defense Quota,Yes,109.0,0,5,0,244
Sleeper,General,SBC,LKO,2,Child,1618,17,38,Superfast,467,No_Special_Consideration,No,0.0,1,5,1,244
Sleeper,Tatkal,LKO,CNB,1,Adult,308,4,13,Rajdhani,461,No_Special_Consideration,No,0.0,1,5,2,244
3AC,Ladies,UMB,KOAA,4,Adult,1162,7,45,Rajdhani,431,No_Special_Consideration,No,0.0,1,5,3,244
2AC,Tatkal,BSB,SC,4,Senior Citizen,1963,12,19,Rajdhani,143,No_Special_Consideration,No,0.0,1,5,4,244
3AC,Tatkal,UMB,UMB,5,Adult,1430,18,12,Superfast,345,No_Special_Consideration,Yes,87.0,0,5,5,244
2AC,Tatkal,ASR,BSB,1,Adult,1697,14,6,Express,409,Defense Quota,No,20.0,0,5,6,244
2AC,Tatkal,JU,JU,3,Child,556,13,7,Superfast,238,Defense Quota,No,0.0,1,5,0,244
3AC,Ladies,BCT,JP,5,Senior Citizen,60,19,11,Shatabdi,402,Senior Citizen,Yes,19.0,0,5,1,244
3AC,Tatkal,JHS,JU,3,Child,249,8,29,Shatabdi,483,Senior Citizen,Yes,0.0,1,5,2,244
2AC,General,HWH,KOAA,2,Child,62,14,13,Shatabdi,119,Senior Citizen,Yes,0.0,1,5,3,244
2AC,General,ASR,SC,1,Senior Citizen,51,12,11,Rajdhani,54,Defense Quota,Yes,13.0,0,5,4,244
3AC,Tatkal,MMCT,JU,1,Senior Citizen,1045,18,8,Superfast,429,Defense Quota,No,0.0,1,5,5,244
2AC,Tatkal,MMCT,MMCT,3,Child,894,19,34,Shatabdi,436,Defense Quota,No,0.0,1,5,6,244
Sleeper,Premium Tatkal,MMCT,BCT,2,Senior Citizen,561,4,36,Rajdhani,197,Senior Citizen,No,0.0,1,5,0,244
3AC,General,PNBE,JHS,4,Child,1097,17,40,Rajdhani,316,No_Special_Consideration,No,0.0,1,5,1,244
3AC,Premium Tatkal,MAS,BSB,2,Senior Citizen,546,8,2,Express,209,Senior Citizen,Yes,0.0,1,5,2,244
2AC,General,JHS,BCT,2,Senior Citizen,1787,12,13,Rajdhani,6,Senior Citizen,No,126.0,0,5,3,244
3AC,Premium Tatkal,KOAA,JHS,2,Adult,1916,10,38,Rajdhani,256,Defense Quota,Yes,0.0,1,5,4,244
3AC,Ladies,KOAA,BSB,2,Child,847,5,42,Shatabdi,342,No_Special_Consideration,No,0.0,1,5,5,244
1AC,Premium Tatkal,LTT,UMB,3,Adult,332,15,2,Rajdhani,124,No_Special_Consideration,Yes,0.0,1,5,6,244
2AC,Premium Tatkal,JU,JU,5,Senior Citizen,752,16,13,Express,480,Senior Citizen,No,0.0,1,5,0,244
1AC,General,HWH,ASR,3,Adult,1348,6,27,Superfast,311,Senior Citizen,No,0.0,1,5,1,244
2AC,Tatkal,BBS,NJP,2,Child,1855,2,34,Express,260,Defense Quota,No,138.0,0,5,2,244
Sleeper,General,MAS,MAS,2,Child,886,17,42,Shatabdi,459,Defense Quota,Yes,0.0,1,5,3,244
1AC,Tatkal,ADI,KOAA,4,Senior Citizen,166,13,10,Express,302,Senior Citizen,No,0.0,1,5,4,244
1AC,Tatkal,SBC,MAS,4,Adult,805,10,24,Superfast,464,Senior Citizen,Yes,160.0,0,5,5,244
3AC,General,MMCT,NJP,3,Child,1400,14,40,Express,111,Defense Quota,No,0.0,1,6,6,244
3AC,Tatkal,JU,MAS,5,Child,1991,2,4,Express,228,Senior Citizen,No,0.0,1,6,0,244
1AC,Tatkal,NJP,SBC,4,Senior Citizen,1467,17,29,Rajdhani,55,Senior Citizen,Yes,106.0,0,6,1,244
2AC,Premium Tatkal,NJP,NJP,1,Adult,837,11,40,Superfast,304,Senior Citizen,No,0.0,1,6,2,244
3AC,General,MMCT,LTT,1,Adult,372,4,46,Rajdhani,37,Defense Quota,No,0.0,1,6,3,244
2AC,Tatkal,ASR,NJP,5,Adult,1728,14,26,Express,86,Senior Citizen,No,0.0,1,6,4,244
Sleeper,Ladies,LKO,ADI,4,Adult,777,4,17,Express,182,No_Special_Consideration,Yes,41.0,0,6,5,244
3AC,General,JP,PNBE,2,Child,970,8,10,Express,187,No_Special_Consideration,Yes,0.0,1,6,6,244
1AC,Tatkal,ADI,MMCT,4,Child,1355,10,10,Shatabdi,383,Defense Quota,Yes,182.0,0,6,0,244
3AC,General,BSB,SC,3,Adult,195,2,13,Superfast,311,No_Special_Consideration,Yes,0.0,1,6,1,244
2AC,General,ASR,HWH,4,Senior Citizen,1528,3,18,Superfast,394,No_Special_Consideration,Yes,0.0,1,6,2,244
1AC,General,KOAA,BSB,5,Senior Citizen,871,9,14,Rajdhani,192,Senior Citizen,Yes,0.0,1,6,3,244
Sleeper,General,LTT,LKO,3,Child,1072,17,28,Rajdhani,417,No_Special_Consideration,Yes,42.0,0,6,4,244
1AC,Tatkal,ASR,UMB,4,Senior Citizen,1811,12,19,Superfast,409,Senior Citizen,Yes,0.0,1,6,5,244
Sleeper,Ladies,HWH,LKO,2,Adult,1371,14,39,Rajdhani,405,Defense Quota,No,0.0,1,6,6,244
Sleeper,General,BSB,BSB,5,Adult,1463,18,14,Express,118,Defense Quota,No,0.0,1,6,0,244
3AC,Premium Tatkal,PNBE,LTT,1,Adult,1657,11,5,Express,209,No_Special_Consideration,Yes,40.0,0,6,1,244
2AC,Premium Tatkal,PNBE,JP,2,Child,1729,11,37,Rajdhani,59,No_Special_Consideration,No,192.0,0,6,2,244
1AC,General,JU,CSMT,5,Child,1748,5,39,Express,34,Senior Citizen,No,48.0,0,6,3,244
3AC,Premium Tatkal,MMCT,UMB,3,Senior Citizen,1606,6,35,Rajdhani,475,Defense Quota,No,0.0,1,6,4,244
2AC,General,PNBE,BCT,2,Child,1960,18,10,Express,262,No_Special_Consideration,No,119.0,0,6,5,244
Sleeper,Tatkal,HWH,LTT,5,Adult,327,14,33,Superfast,223,No_Special_Consideration,Yes,0.0,1,6,6,244
2AC,Tatkal,NDLS,MAS,2,Adult,700,10,6,Rajdhani,288,No_Special_Consideration,No,0.0,1,6,0,244
2AC,Premium Tatkal,BSB,SC,4,Adult,1539,17,29,Rajdhani,419,Defense Quota,No,0.0,1,6,1,244
2AC,Premium Tatkal,UMB,CNB,1,Senior Citizen,434,5,38,Shatabdi,147,No_Special_Consideration,No,168.0,0,6,2,244
2AC,Ladies,JHS,GKP,1,Adult,1044,18,13,Superfast,161,Senior Citizen,Yes,0.0,1,6,3,244
2AC,Ladies,ADI,PNBE,5,Senior Citizen,1923,7,45,Shatabdi,90,No_Special_Consideration,Yes,199.0,0,6,4,244
3AC,Tatkal,BBS,SBC,4,Adult,638,13,47,Superfast,151,Senior Citizen,No,0.0,1,6,5,244
2AC,Ladies,NJP,MAS,3,Child,1243,3,31,Superfast,64,Defense Quota,Yes,47.0,0,6,6,244
3AC,Tatkal,CSMT,JU,2,Adult,774,7,26,Rajdhani,352,Senior Citizen,No,0.0,1,6,0,244
2AC,Ladies,ASR,CNB,3,Senior Citizen,537,3,28,Shatabdi,220,No_Special_Consideration,Yes,0.0,1,7,1,244
2AC,Ladies,UMB,KOAA,4,Senior Citizen,1436,6,26,Express,120,Defense Quota,Yes,0.0,1,7,2,244
3AC,Premium Tatkal,LTT,CSMT,2,Senior Citizen,1797,3,17,Shatabdi,282,Defense Quota,No,176.0,0,7,3,244
1AC,Ladies,UMB,SBC,1,Child,108,7,33,Shatabdi,280,Defense Quota,Yes,96.0,0,7,4,244
2AC,General,MAS,HWH,3,Adult,805,10,21,Express,271,Senior Citizen,No,0.0,1,7,5,244
1AC,Tatkal,KOAA,UMB,2,Adult,1067,14,38,Express,323,Defense Quota,No,0.0,1,7,6,244
3AC,Ladies,JU,CSMT,2,Senior Citizen,1714,2,14,Rajdhani,202,Defense Quota,Yes,0.0,1,7,0,244
1AC,General,BCT,BCT,4,Child,561,2,46,Superfast,74,Defense Quota,Yes,42.0,0,7,1,244
3AC,Ladies,ASR,NJP,5,Adult,1877,13,38,Express,411,Defense Quota,No,0.0,1,7,2,244
1AC,Premium Tatkal,LKO,KOAA,1,Child,603,5,31,Superfast,161,Senior Citizen,No,46.0,0,7,3,244
3AC,Tatkal,CSMT,CNB,3,Adult,50,15,34,Rajdhani,297,Senior Citizen,Yes,0.0,1,7,4,244
2AC,Tatkal,MMCT,BSB,5,Adult,1740,9,5,Shatabdi,215,Senior Citizen,Yes,0.0,1,7,5,244
1AC,Ladies,SC,MMCT,2,Child,101,6,7,Shatabdi,105,Senior Citizen,No,0.0,1,7,6,244
Sleeper,Tatkal,LTT,MMCT,1,Senior Citizen,1871,17,39,Express,215,No_Special_Consideration,No,0.0,1,7,0,244
2AC,Premium Tatkal,HWH,GKP,1,Child,312,12,35,Superfast,120,No_Special_Consideration,Yes,0.0,1,7,1,244
Sleeper,Premium Tatkal,MAS,JU,4,Senior Citizen,539,10,20,Express,35,No_Special_Consideration,No,73.0,0,7,2,244
1AC,Premium Tatkal,BCT,NJP,5,Senior Citizen,583,6,19,Shatabdi,382,Senior Citizen,No,9.0,0,7,3,244
2AC,General,CNB,GKP,2,Child,1437,4,10,Rajdhani,481,Senior Citizen,No,0.0,1,7,4,244
2AC,Ladies,LKO,HWH,5,Child,1661,10,6,Express,388,Defense Quota,Yes,66.0,0,7,5,244
1AC,General,MMCT,LTT,1,Child,1492,6,23,Express,12,Defense Quota,No,0.0,1,7,6,244
2AC,General,HWH,JHS,2,Child,735,10,11,Express,326,No_Special_Consideration,Yes,53.0,0,7,0,244
2AC,Premium Tatkal,CNB,SC,2,Adult,115,17,45,Shatabdi,405,No_Special_Consideration,No,0.0,1,7,1,244
Sleeper,Tatkal,MMCT,JHS,4,Senior Citizen,1748,13,42,Shatabdi,136,Senior Citizen,Yes,4.0,0,7,2,244
1AC,Premium Tatkal,NJP,MAS,5,Adult,1107,7,24,Express,401,Defense Quota,No,0.0,1,7,3,244
2AC,Ladies,JHS,UMB,3,Adult,1180,6,38,Shatabdi,183,Senior Citizen,No,16.0,0,7,4,244
1AC,General,JP,BBS,3,Child,158,17,36,Shatabdi,111,Defense Quota,Yes,0.0,1,7,5,244
3AC,Tatkal,GKP,ASR,3,Senior Citizen,818,4,40,Shatabdi,270,Defense Quota,No,0.0,1,7,6,244
1AC,Tatkal,SC,BSB,5,Senior Citizen,253,2,46,Rajdhani,345,Senior Citizen,Yes,22.0,0,7,0,244
3AC,Premium Tatkal,BSB,SBC,3,Adult,188,15,19,Shatabdi,365,Defense Quota,No,0.0,1,7,1,244
3AC,Tatkal,ADI,LKO,2,Adult,1498,17,14,Shatabdi,167,Defense Quota,No,138.0,0,7,2,244
2AC,Ladies,BSB,PNBE,4,Child,170,12,4,Superfast,488,Senior Citizen,Yes,0.0,1,7,3,244
3AC,Ladies,BSB,ASR,3,Senior Citizen,220,4,23,Superfast,368,Defense Quota,Yes,0.0,1,8,4,244
1AC,Premium Tatkal,NJP,BCT,4,Senior Citizen,401,19,19,Superfast,243,Senior Citizen,No,0.0,1,8,5,244
1AC,Tatkal,BBS,BSB,4,Senior Citizen,1442,8,39,Superfast,34,Defense Quota,No,155.0,0,8,6,244
2AC,Ladies,UMB,ASR,4,Child,1342,12,27,Express,64,No_Special_Consideration,No,0.0,1,8,0,244
2AC,Tatkal,GKP,GKP,5,Child,297,19,2,Rajdhani,376,Defense Quota,Yes,0.0,1,8,1,244
1AC,Premium Tatkal,CNB,BCT,4,Senior Citizen,1560,15,35,Shatabdi,13,Defense Quota,No,153.0,0,8,2,244
Sleeper,Premium Tatkal,NJP,SC,1,Child,516,4,34,Rajdhani,431,Defense Quota,No,102.0,0,8,3,244
Sleeper,Tatkal,MAS,GKP,2,Child,990,8,36,Superfast,110,Senior Citizen,Yes,0.0,1,8,4,244
3AC,Tatkal,BBS,MAS,5,Senior Citizen,452,9,15,Express,132,Defense Quota,No,144.0,0,8,5,244
Sleeper,Ladies,HWH,NDLS,3,Senior Citizen,315,14,36,Superfast,302,Defense Quota,No,182.0,0,8,6,244
Sleeper,Ladies,CSMT,LKO,3,Adult,1038,5,19,Superfast,225,Defense Quota,Yes,0.0,1,8,0,244
1AC,General,ADI,MAS,1,Adult,538,3,19,Express,299,Defense Quota,Yes,0.0,1,8,1,244
2AC,General,JHS,ASR,1,Adult,950,3,19,Superfast,207,Senior Citizen,Yes,0.0,1,8,2,244
3AC,General,KOAA,ASR,4,Senior Citizen,81,17,43,Shatabdi,222,Defense Quota,Yes,0.0,1,8,3,244
2AC,Ladies,PNBE,NDLS,2,Adult,449,9,33,Superfast,83,Defense Quota,No,0.0,1,8,4,244
2AC,General,LTT,SC,4,Child,677,12,22,Express,18,No_Special_Consideration,No,0.0,1,8,5,244
Sleeper,Ladies,GKP,PNBE,2,Adult,1457,17,11,Shatabdi,214,No_Special_Consideration,Yes,0.0,1,8,6,244
3AC,Premium Tatkal,ADI,BCT,1,Senior Citizen,486,2,41,Shatabdi,86,Senior Citizen,Yes,126.0,0,8,0,244
1AC,General,BCT,BBS,5,Senior Citizen,1009,5,7,Superfast,35,Senior Citizen,Yes,34.0,0,8,1,244
1AC,Premium Tatkal,HWH,NJP,1,Senior Citizen,1978,7,4,Express,446,Senior Citizen,Yes,0.0,1,8,2,244
3AC,Premium Tatkal,NJP,KOAA,1,Adult,1684,3,46,Express,150,Defense Quota,No,50.0,0,8,3,244
2AC,Tatkal,SBC,BCT,1,Senior Citizen,1980,13,18,Rajdhani,42,No_Special_Consideration,No,0.0,1,8,4,244
2AC,Ladies,SBC,CSMT,1,Child,907,3,46,Express,63,Defense Quota,Yes,28.0,0,8,5,244
1AC,Tatkal,SBC,JP,4,Senior Citizen,1928,14,46,Superfast,98,No_Special_Consideration,No,0.0,1,8,6,244
Sleeper,Ladies,CSMT,KOAA,1,Child,482,12,16,Express,342,No_Special_Consideration,No,0.0,1,8,0,244
1AC,Premium Tatkal,NDLS,BBS,2,Adult,1632,4,17,Shatabdi,394,Senior Citizen,No,0.0,1,8,1,244
Sleeper,Tatkal,MMCT,KOAA,2,Adult,1492,18,15,Express,285,Defense Quota,No,16.0,0,8,2,244
Sleeper,General,UMB,BSB,1,Adult,195,14,41,Shatabdi,463,No_Special_Consideration,No,0.0,1,8,3,244
Sleeper,General,CNB,CNB,3,Adult,576,3,27,Shatabdi,312,No_Special_Consideration,No,69.0,0,8,4,244
3AC,Ladies,JP,NJP,4,Adult,1009,9,34,Express,35,No_Special_Consideration,No,0.0,1,8,5,244
Sleeper,Ladies,JP,LKO,5,Senior Citizen,227,15,6,Rajdhani,445,Senior Citizen,No,28.0,0,8,6,244
Sleeper,Tatkal,NDLS,JHS,2,Child,572,13,40,Rajdhani,383,No_Special_Consideration,No,146.0,0,9,0,244
1AC,Ladies,BSB,UMB,1,Senior Citizen,207,8,5,Shatabdi,412,No_Special_Consideration,No,0.0,1,9,1,244
1AC,Ladies,UMB,CSMT,3,Adult,426,7,3,Superfast,107,No_Special_Consideration,Yes,0.0,1,9,2,244
3AC,Tatkal,BBS,BCT,5,Child,1535,11,27,Rajdhani,202,No_Special_Consideration,No,0.0,1,9,3,244
3AC,Tatkal,PNBE,MMCT,5,Senior Citizen,1382,12,24,Rajdhani,109,Senior Citizen,No,0.0,1,9,4,244
1AC,Ladies,JHS,UMB,1,Child,216,7,18,Rajdhani,226,Senior Citizen,Yes,8.0,0,9,5,244
1AC,Premium Tatkal,LTT,SBC,3,Child,1730,3,4,Express,247,No_Special_Consideration,No,2.0,0,9,6,244
1AC,Tatkal,MAS,KOAA,4,Adult,1837,13,19,Express,217,No_Special_Consideration,Yes,12.0,0,9,0,244
1AC,General,NDLS,SBC,1,Child,153,14,45,Rajdhani,278,Defense Quota,Yes,0.0,1,9,1,244
Sleeper,Tatkal,JHS,MAS,1,Child,697,4,8,Shatabdi,68,Defense Quota,No,0.0,1,9,2,244
2AC,Ladies,BCT,LTT,3,Senior Citizen,1253,16,21,Superfast,356,Defense Quota,No,0.0,1,9,3,244
1AC,Ladies,SC,JHS,4,Child,789,19,5,Shatabdi,139,Defense Quota,Yes,0.0,1,9,4,244
1AC,General,LTT,CNB,2,Child,1047,9,22,Shatabdi,50,Defense Quota,Yes,0.0,1,9,5,244
1AC,General,ASR,JHS,4,Adult,246,11,33,Shatabdi,60,Defense Quota,No,103.0,0,9,6,244
2AC,Premium Tatkal,GKP,BSB,4,Child,150,6,9,Rajdhani,203,Senior Citizen,No,100.0,0,9,0,244
3AC,Premium Tatkal,PNBE,MMCT,1,Senior Citizen,1114,15,44,Shatabdi,320,Defense Quota,No,48.0,0,9,1,244
Sleeper,General,CNB,JU,2,Senior Citizen,136,8,23,Rajdhani,307,No_Special_Consideration,Yes,0.0,1,9,2,244
1AC,Tatkal,ADI,HWH,4,Adult,328,17,2,Rajdhani,115,Senior Citizen,No,0.0,1,9,3,244
2AC,General,KOAA,HWH,5,Child,391,19,25,Express,84,No_Special_Consideration,No,0.0,1,9,4,244
2AC,General,HWH,CSMT,2,Adult,592,10,6,Shatabdi,22,Senior Citizen,Yes,0.0,1,9,5,244
3AC,General,SBC,MMCT,5,Senior Citizen,458,3,18,Superfast,201,Senior Citizen,Yes,61.0,0,9,6,244
Sleeper,General,NDLS,ASR,2,Child,927,13,8,Superfast,479,No_Special_Consideration,No,0.0,1,9,0,244
2AC,General,SBC,NJP,4,Senior Citizen,643,6,42,Shatabdi,417,Defense Quota,No,0.0,1,9,1,244
3AC,Premium Tatkal,MAS,UMB,5,Child,1090,12,42,Shatabdi,376,Senior Citizen,Yes,0.0,1,9,2,244
2AC,Premium Tatkal,SBC,PNBE,4,Senior Citizen,1797,9,15,Superfast,336,Senior Citizen,Yes,0.0,1,9,3,244
3AC,Tatkal,SBC,LTT,5,Adult,1389,13,23,Rajdhani,371,Senior Citizen,Yes,0.0,1,9,4,244
3AC,General,PNBE,CSMT,5,Adult,869,13,43,Express,206,Senior Citizen,No,0.0,1,9,5,244
1AC,Ladies,JU,ASR,3,Child,1687,12,14,Superfast,314,Senior Citizen,No,23.0,0,9,6,244
3AC,Premium Tatkal,UMB,CSMT,4,Senior Citizen,1629,16,37,Rajdhani,210,Senior Citizen,No,0.0,1,9,0,244
3AC,General,JU,KOAA,4,Adult,521,14,19,Shatabdi,342,Senior Citizen,Yes,0.0,1,9,1,244
2AC,Tatkal,JU,ADI,2,Adult,552,18,17,Shatabdi,283,Senior Citizen,No,0.0,1,10,2,244
1AC,Premium Tatkal,SBC,ADI,2,Child,141,2,22,Express,482,Defense Quota,Yes,0.0,1,10,3,244
3AC,Tatkal,SC,MMCT,3,Adult,68,16,9,Rajdhani,406,No_Special_Consideration,Yes,28.0,0,10,4,244
3AC,Ladies,ADI,LTT,1,Senior Citizen,618,13,27,Express,368,No_Special_Consideration,Yes,0.0,1,10,5,244
Sleeper,General,JP,HWH,5,Child,1033,14,14,Shatabdi,485,No_Special_Consideration,Yes,0.0,1,10,6,244
3AC,Tatkal,CNB,JHS,1,Child,1888,11,46,Rajdhani,370,Defense Quota,Yes,17.0,0,10,0,244
1AC,General,HWH,SBC,2,Child,366,6,47,Rajdhani,129,No_Special_Consideration,No,138.0,0,10,1,244
2AC,Premium Tatkal,CNB,CSMT,3,Adult,828,7,38,Shatabdi,311,Senior Citizen,No,185.0,0,10,2,244
2AC,Ladies,UMB,NJP,5,Senior Citizen,1397,10,26,Superfast,436,Senior Citizen,No,0.0,1,10,3,244
1AC,General,ASR,KOAA,2,Adult,537,19,25,Superfast,422,Senior Citizen,No,0.0,1,10,4,244
Sleeper,Tatkal,MMCT,SC,5,Child,206,6,31,Express,120,Defense Quota,Yes,0.0,1,10,5,244
2AC,Ladies,ADI,KOAA,4,Adult,1753,2,46,Express,251,Defense Quota,No,0.0,1,10,6,244
2AC,General,SC,SC,3,Child,1933,14,29,Express,93,Defense Quota,No,16.0,0,10,0,244
3AC,General,BSB,NJP,1,Adult,736,17,13,Superfast,468,Defense Quota,No,164.0,0,10,1,244
3AC,Tatkal,SC,CNB,2,Senior Citizen,52,17,17,Shatabdi,457,Defense Quota,Yes,0.0,1,10,2,244
3AC,Tatkal,MAS,UMB,4,Senior Citizen,566,17,44,Express,339,Senior Citizen,No,0.0,1,10,3,244
3AC,Ladies,JP,SBC,4,Adult,616,15,23,Superfast,429,No_Special_Consideration,No,37.0,0,10,4,244
Sleeper,Tatkal,LTT,BSB,1,Child,1891,17,5,Rajdhani,118,Senior Citizen,Yes,89.0,0,10,5,244
Sleeper,Ladies,SBC,ASR,4,Adult,1225,5,23,Shatabdi,262,No_Special_Consideration,Yes,0.0,1,10,6,244
Sleeper,Ladies,GKP,CNB,4,Adult,80,3,47,Superfast,336,Defense Quota,No,0.0,1,10,0,244
1AC,Tatkal,CNB,LKO,3,Child,610,6,33,Express,128,Senior Citizen,Yes,0.0,1,10,1,244
1AC,Tatkal,BSB,BCT,1,Child,517,2,8,Shatabdi,391,Defense Quota,No,0.0,1,10,2,244
1AC,Ladies,CNB,HWH,1,Senior Citizen,288,4,32,Superfast,209,Senior Citizen,Yes,0.0,1,10,3,244
2AC,Premium Tatkal,KOAA,MAS,2,Adult,1550,12,39,Shatabdi,203,Defense Quota,No,0.0,1,10,4,244
Sleeper,General,MMCT,LTT,5,Senior Citizen,527,3,2,Express,459,Defense Quota,Yes,0.0,1,10,5,244
2AC,Ladies,ADI,LKO,1,Adult,205,3,41,Shatabdi,69,Defense Quota,No,0.0,1,10,6,244
Sleeper,General,BCT,LKO,5,Senior Citizen,356,15,38,Rajdhani,233,No_Special_Consideration,No,0.0,1,10,0,244
Sleeper,General,MMCT,LTT,3,Child,1207,5,10,Superfast,406,No_Special_Consideration,Yes,0.0,1,10,1,244
1AC,Premium Tatkal,BSB,ADI,3,Adult,1519,16,46,Express,208,No_Special_Consideration,Yes,80.0,0,10,2,244
2AC,Premium Tatkal,ASR,MMCT,1,Adult,1723,9,19,Shatabdi,214,Defense Quota,No,0.0,1,10,3,244
1AC,Ladies,GKP,JHS,3,Adult,1497,13,11,Rajdhani,247,Defense Quota,Yes,0.0,1,10,4,244
Sleeper,Ladies,BBS,BCT,1,Adult,1975,5,41,Shatabdi,253,No_Special_Consideration,No,13.0,0,11,5,244
2AC,General,ADI,MMCT,3,Child,1986,6,21,Express,351,Senior Citizen,Yes,0.0,1,11,6,244
Sleeper,Tatkal,KOAA,NJP,4,Adult,1807,13,36,Superfast,170,No_Special_Consideration,Yes,0.0,1,11,0,244
2AC,Tatkal,BBS,KOAA,3,Adult,1668,10,41,Shatabdi,408,No_Special_Consideration,No,0.0,1,11,1,244
3AC,Tatkal,SBC,CSMT,1,Child,152,16,39,Superfast,317,Defense Quota,Yes,108.0,0,11,2,244
Sleeper,Tatkal,BSB,LTT,5,Senior Citizen,1204,11,14,Shatabdi,246,Senior Citizen,Yes,0.0,1,11,3,244
1AC,Tatkal,BCT,GKP,1,Senior Citizen,906,15,7,Express,291,Defense Quota,No,67.0,0,11,4,244
2AC,General,SC,JHS,4,Senior Citizen,1335,12,21,Rajdhani,148,Senior Citizen,No,0.0,1,11,5,244
2AC,Ladies,SBC,KOAA,4,Adult,1498,4,14,Express,445,Defense Quota,Yes,182.0,0,11,6,244
3AC,Ladies,NJP,SC,4,Senior Citizen,311,11,13,Superfast,371,Senior Citizen,No,0.0,1,11,0,244
Sleeper,Ladies,NDLS,PNBE,2,Adult,1109,3,4,Express,357,No_Special_Consideration,No,0.0,1,11,1,244
Sleeper,Premium Tatkal,NJP,JP,5,Adult,906,10,17,Rajdhani,9,Senior Citizen,Yes,57.0,0,11,2,244
1AC,General,LTT,BBS,3,Adult,1654,3,47,Superfast,467,No_Special_Consideration,Yes,0.0,1,11,3,244
Sleeper,Ladies,MAS,NJP,2,Child,1685,2,47,Shatabdi,262,Senior Citizen,No,0.0,1,11,4,244
2AC,Premium Tatkal,CSMT,JU,3,Adult,1732,8,14,Shatabdi,285,Senior Citizen,Yes,60.0,0,11,5,244
2AC,Ladies,HWH,LTT,3,Senior Citizen,326,11,5,Shatabdi,290,Defense Quota,No,0.0,1,11,6,244
3AC,General,MMCT,JP,5,Adult,631,10,17,Superfast,196,Defense Quota,Yes,135.0,0,11,0,244
Sleeper,Ladies,JHS,HWH,5,Adult,1048,6,16,Express,456,Defense Quota,Yes,0.0,1,11,1,244
