Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey,is_peak_or_holiday,seat_pressure,route_length_per_stop,booking_urgency_bucket
2AC,Premium Tatkal,HWH,JU,2,Senior Citizen,1755,16,25,Express,452,No_Special_Consideration,No,0.0,1,2,4,244,0,0.004415011037527594,103.23529411764706,early
Sleeper,Tatkal,MMCT,PNBE,5,Adult,526,2,38,Superfast,88,No_Special_Consideration,Yes,0.0,1,2,5,244,1,0.056179775280898875,175.33333333333334,early
1AC,Premium Tatkal,ASR,NJP,5,Senior Citizen,987,17,19,Rajdhani,158,Defense Quota,No,0.0,1,2,6,244,0,0.031446540880503145,54.833333333333336,early
3AC,Tatkal,CSMT,GKP,4,Child,1594,13,18,Shatabdi,371,Senior Citizen,No,0.0,1,2,0,244,0,0.010752688172043012,113.85714285714286,early
3AC,Ladies,MAS,CNB,1,Child,693,19,39,Shatabdi,156,No_Special_Consideration,Yes,0.0,1,2,1,244,1,0.006369426751592357,34.65,early
1AC,General,SBC,BSB,3,Senior Citizen,69,19,23,Superfast,214,Senior Citizen,Yes,0.0,1,2,2,244,1,0.013953488372093023,3.45,early
2AC,General,NDLS,ASR,4,Senior Citizen,1779,5,18,Shatabdi,191,No_Special_Consideration,No,0.0,1,2,3,244,0,0.020833333333333332,296.5,early
2AC,Tatkal,PNBE,UMB,1,Child,1383,13,17,Superfast,3,Senior Citizen,No,0.0,1,2,4,244,0,0.25,98.78571428571429,early
Sleeper,General,ADI,GKP,1,Senior Citizen,1014,17,36,Superfast,36,No_Special_Consideration,No,0.0,1,2,5,244,0,0.02702702702702703,56.333333333333336,early
2AC,General,BBS,NDLS,4,Adult,1941,11,45,Superfast,82,Defense Quota,No,113.0,0,2,6,244,0,0.04819277108433735,161.75,early
Sleeper,Ladies,KOAA,LTT,2,Senior Citizen,864,11,35,Rajdhani,471,No_Special_Consideration,No,0.0,1,2,0,244,0,0.00423728813559322,72.0,early
2AC,General,MMCT,MAS,4,Adult,1518,11,36,Rajdhani,325,Defense Quota,No,0.0,1,2,1,244,0,0.012269938650306749,126.5,early
Sleeper,General,JP,JHS,4,Adult,326,9,3,Shatabdi,42,Defense Quota,No,0.0,1,2,2,244,0,0.09302325581395349,32.6,early
3AC,General,SBC,JU,1,Senior Citizen,1154,17,25,Superfast,1,Senior Citizen,No,0.0,1,2,3,244,0,0.5,64.11111111111111,early
Sleeper,General,NDLS,GKP,4,Adult,1632,15,3,Rajdhani,255,Defense Quota,Yes,0.0,1,2,4,244,1,0.015625,102.0,early
Sleeper,Tatkal,MAS,SC,1,Child,738,5,22,Rajdhani,14,No_Special_Consideration,Yes,0.0,1,3,5,244,1,0.06666666666666667,123.0,early
1AC,Ladies,ADI,BBS,5,Child,424,17,18,Superfast,173,Defense Quota,No,86.0,0,3,6,244,0,0.028735632183908046,23.555555555555557,early
1AC,Tatkal,MAS,KOAA,5,Senior Citizen,344,14,5,Express,164,Defense Quota,Yes,0.0,1,3,0,244,1,0.030303030303030304,22.933333333333334,early
1AC,Ladies,SC,CNB,5,Adult,952,14,32,Shatabdi,87,Defense Quota,No,119.0,0,3,1,244,0,0.056818181818181816,63.46666666666667,early
1AC,Premium Tatkal,MAS,BSB,3,Adult,740,8,32,Rajdhani,223,Defense Quota,No,0.0,1,3,2,244,0,0.013392857142857142,82.22222222222223,early
3AC,Ladies,JHS,JP,4,Senior Citizen,764,6,9,Express,352,Defense Quota,No,68.0,0,3,3,244,0,0.0113314447592068,109.14285714285714,early
Sleeper,General,NJP,LKO,2,Adult,252,6,18,Shatabdi,457,Senior Citizen,Yes,0.0,1,3,4,244,1,0.004366812227074236,36.0,early
Sleeper,Tatkal,ASR,MAS,2,Child,323,11,42,Superfast,297,No_Special_Consideration,No,0.0,1,3,5,244,0,0.006711409395973154,26.916666666666668,early
Sleeper,General,KOAA,HWH,1,Adult,209,12,22,Express,75,Senior Citizen,Yes,19.0,0,3,6,244,1,0.013157894736842105,16.076923076923077,early
1AC,General,BSB,BBS,5,Child,1507,8,31,Shatabdi,380,Defense Quota,No,0.0,1,3,0,244,0,0.013123359580052493,167.44444444444446,early
2AC,Tatkal,ADI,HWH,4,Child,1045,16,18,Shatabdi,173,Senior Citizen,Yes,0.0,1,3,1,244,1,0.022988505747126436,61.470588235294116,early
3AC,Ladies,MMCT,CNB,2,Adult,1308,7,42,Superfast,52,Defense Quota,No,0.0,1,3,2,244,0,0.03773584905660377,163.5,early
1AC,General,NDLS,LTT,2,Child,1818,12,20,Superfast,341,Defense Quota,No,0.0,1,3,3,244,0,0.005847953216374269,139.84615384615384,early
3AC,General,LTT,KOAA,2,Adult,639,12,21,Superfast,191,No_Special_Consideration,Yes,50.0,0,3,4,244,1,0.010416666666666666,49.15384615384615,early
3AC,Tatkal,BBS,SBC,3,Adult,1386,3,34,Rajdhani,156,Senior Citizen,Yes,0.0,1,3,5,244,1,0.01910828025477707,346.5,early
1AC,Premium Tatkal,BBS,KOAA,1,Adult,52,4,3,Express,233,Senior Citizen,No,0.0,1,3,6,244,0,0.004273504273504274,10.4,early
2AC,General,ASR,HWH,4,Child,532,16,30,Superfast,62,No_Special_Consideration,Yes,0.0,1,3,0,244,1,0.06349206349206349,31.294117647058822,early
1AC,Premium Tatkal,PNBE,LKO,3,Senior Citizen,450,8,18,Shatabdi,166,Defense Quota,Yes,15.0,0,3,1,244,1,0.017964071856287425,50.0,early
2AC,General,LTT,CSMT,5,Senior Citizen,1942,4,45,Rajdhani,28,Defense Quota,No,0.0,1,3,2,244,0,0.1724137931034483,388.4,early
1AC,Premium Tatkal,BSB,JHS,1,Child,192,13,14,Superfast,44,Senior Citizen,No,0.0,1,3,3,244,0,0.022222222222222223,13.714285714285714,early
2AC,General,BSB,CNB,2,Child,1492,19,7,Shatabdi,160,Senior Citizen,No,0.0,1,3,4,244,0,0.012422360248447204,74.6,early
3AC,General,MMCT,LTT,1,Adult,1702,2,47,Superfast,373,Senior Citizen,No,0.0,1,3,5,244,0,0.00267379679144385,567.3333333333334,early
Sleeper,Premium Tatkal,LTT,BBS,2,Adult,276,15,34,Rajdhani,237,No_Special_Consideration,No,60.0,0,3,6,244,0,0.008403361344537815,17.25,early
1AC,General,CSMT,LTT,4,Child,931,10,19,Shatabdi,231,Defense Quota,Yes,66.0,0,3,0,244,1,0.017241379310344827,84.63636363636364,early
2AC,Ladies,GKP,BBS,3,Senior Citizen,1184,19,17,Express,56,Defense Quota,No,0.0,1,3,1,244,0,0.05263157894736842,59.2,early
1AC,Ladies,CSMT,BBS,1,Adult,133,16,30,Rajdhani,7,No_Special_Consideration,No,60.0,0,3,2,244,0,0.125,7.823529411764706,early
3AC,Ladies,SC,BBS,1,Child,666,13,26,Rajdhani,191,Senior Citizen,No,28.0,0,3,3,244,0,0.005208333333333333,47.57142857142857,early
3AC,Ladies,BCT,LKO,4,Child,1155,17,3,Shatabdi,111,No_Special_Consideration,Yes,0.0,1,3,4,244,1,0.03571428571428571,64.16666666666667,early
Sleeper,Tatkal,BBS,SBC,1,Adult,441,19,29,Rajdhani,170,Defense Quota,No,0.0,1,3,5,244,0,0.005847953216374269,22.05,early
1AC,General,LTT,CNB,3,Senior Citizen,268,3,17,Shatabdi,248,Senior Citizen,No,0.0,1,3,6,244,0,0.012048192771084338,67.0,early
Sleeper,Ladies,ADI,ADI,1,Adult,799,10,30,Superfast,3,Defense Quota,No,0.0,1,3,0,244,0,0.25,72.63636363636364,early
1AC,Premium Tatkal,JHS,BSB,5,Adult,767,2,44,Express,66,No_Special_Consideration,No,0.0,1,4,1,244,0,0.07462686567164178,255.66666666666666,early
3AC,Tatkal,JU,GKP,4,Senior Citizen,910,12,45,Shatabdi,247,No_Special_Consideration,No,0.0,1,4,2,244,0,0.016129032258064516,70.0,early
2AC,General,JP,LTT,4,Adult,858,15,28,Superfast,288,No_Special_Consideration,No,0.0,1,4,3,244,0,0.01384083044982699,53.625,early
Sleeper,Premium Tatkal,UMB,SBC,5,Senior Citizen,335,6,15,Express,408,No_Special_Consideration,Yes,117.0,0,4,4,244,1,0.012224938875305624,47.857142857142854,early
1AC,Ladies,BCT,GKP,2,Child,137,18,24,Rajdhani,387,No_Special_Consideration,Yes,0.0,1,4,5,244,1,0.005154639175257732,7.2105263157894735,early
Sleeper,General,UMB,BCT,1,Senior Citizen,1737,15,3,Express,215,No_Special_Consideration,No,0.0,1,4,6,244,0,0.004629629629629629,108.5625,early
3AC,Tatkal,HWH,JU,2,Child,789,14,9,Rajdhani,368,Defense Quota,No,0.0,1,4,0,244,0,0.005420054200542005,52.6,early
3AC,Ladies,KOAA,JHS,4,Child,1330,16,36,Rajdhani,202,Defense Quota,No,119.0,0,4,1,244,0,0.019704433497536946,78.23529411764706,early
1AC,Tatkal,MAS,JP,2,Child,1019,8,19,Shatabdi,303,Defense Quota,No,124.0,0,4,2,244,0,0.006578947368421052,113.22222222222223,early
3AC,Premium Tatkal,ASR,UMB,1,Adult,1341,6,25,Superfast,458,Senior Citizen,Yes,0.0,1,4,3,244,1,0.002178649237472767,191.57142857142858,early
3AC,Tatkal,KOAA,GKP,5,Senior Citizen,1596,7,26,Express,449,No_Special_Consideration,Yes,0.0,1,4,4,244,1,0.011111111111111112,199.5,early
1AC,Tatkal,ASR,KOAA,3,Child,225,8,44,Express,175,Defense Quota,No,188.0,0,4,5,244,0,0.017045454545454544,25.0,early
Sleeper,Ladies,JU,ADI,1,Adult,1577,18,10,Express,103,Senior Citizen,No,0.0,1,4,6,244,0,0.009615384615384616,83.0,early
3AC,Tatkal,UMB,HWH,2,Child,308,4,24,Superfast,65,Senior Citizen,Yes,0.0,1,4,0,244,1,0.030303030303030304,61.6,early
Sleeper,General,MMCT,GKP,5,Senior Citizen,1360,17,26,Rajdhani,224,No_Special_Consideration,Yes,0.0,1,4,1,244,1,0.022222222222222223,75.55555555555556,early
Sleeper,Tatkal,NDLS,HWH,5,Adult,300,9,5,Rajdhani,288,No_Special_Consideration,No,102.0,0,4,2,244,0,0.01730103806228374,30.0,early
Sleeper,Premium Tatkal,UMB,GKP,5,Adult,1372,12,15,Express,269,No_Special_Consideration,No,0.0,1,4,3,244,0,0.018518518518518517,105.53846153846153,early
2AC,General,MMCT,MMCT,4,Senior Citizen,759,7,20,Shatabdi,283,Defense Quota,Yes,0.0,1,4,4,244,1,0.014084507042253521,94.875,early
2AC,Tatkal,HWH,MAS,4,Senior Citizen,398,9,45,Rajdhani,440,Defense Quota,Yes,0.0,1,4,5,244,1,0.009070294784580499,39.8,early
Sleeper,General,BBS,CNB,2,Child,640,14,10,Shatabdi,403,Senior Citizen,Yes,0.0,1,4,6,244,1,0.0049504950495049506,42.666666666666664,early
Sleeper,Tatkal,LKO,SC,1,Senior Citizen,1973,2,43,Superfast,196,Defense Quota,No,0.0,1,4,0,244,0,0.005076142131979695,657.6666666666666,early
2AC,Premium Tatkal,JHS,JHS,1,Child,1652,4,34,Shatabdi,437,Defense Quota,No,0.0,1,4,1,244,0,0.00228310502283105,330.4,early
1AC,Ladies,SC,JU,2,Adult,1237,8,29,Rajdhani,247,No_Special_Consideration,No,0.0,1,4,2,244,0,0.008064516129032258,137.44444444444446,early
3AC,Premium Tatkal,JU,LKO,1,Adult,910,13,40,Rajdhani,154,Senior Citizen,No,0.0,1,4,3,244,0,0.0064516129032258064,65.0,early
1AC,General,LTT,LTT,1,Child,316,7,46,Express,446,Defense Quota,No,0.0,1,4,4,244,0,0.0022371364653243847,39.5,early
Sleeper,General,MAS,ASR,4,Child,767,19,31,Rajdhani,126,No_Special_Consideration,No,0.0,1,4,5,244,0,0.031496062992125984,38.35,early
2AC,Ladies,BSB,BBS,4,Child,1758,2,12,Superfast,397,No_Special_Consideration,No,0.0,1,4,6,244,0,0.010050251256281407,586.0,early
Sleeper,Tatkal,HWH,BCT,3,Senior Citizen,1564,17,9,Superfast,295,Defense Quota,No,0.0,1,4,0,244,0,0.010135135135135136,86.88888888888889,early
2AC,Premium Tatkal,HWH,ASR,4,Senior Citizen,1209,7,27,Superfast,404,Senior Citizen,Yes,0.0,1,4,1,244,1,0.009876543209876543,151.125,early
3AC,General,BSB,CSMT,4,Child,1973,10,16,Express,66,No_Special_Consideration,No,109.0,0,4,2,244,0,0.05970149253731343,179.36363636363637,early
1AC,Ladies,JHS,MAS,5,Senior Citizen,1089,9,4,Shatabdi,337,Senior Citizen,No,0.0,1,5,3,244,0,0.014792899408284023,108.9,early
2AC,Premium Tatkal,CNB,CNB,4,Senior Citizen,1876,16,21,Rajdhani,191,No_Special_Consideration,No,67.0,0,5,4,244,0,0.020833333333333332,110.3529411764706,early
3AC,Tatkal,MMCT,LKO,2,Child,1499,11,22,Express,413,Defense Quota,Yes,102.0,0,5,5,244,1,0.004830917874396135,124.91666666666667,early
2AC,Ladies,BBS,NJP,2,Senior Citizen,456,2,35,Shatabdi,296,Senior Citizen,No,0.0,1,5,6,244,0,0.006734006734006734,152.0,early
3AC,Premium Tatkal,BCT,UMB,2,Adult,335,2,7,Express,204,Defense Quota,Yes,109.0,0,5,0,244,1,0.00975609756097561,111.66666666666667,early
Sleeper,General,SBC,LKO,2,Child,1618,17,38,Superfast,467,No_Special_Consideration,No,0.0,1,5,1,244,0,0.004273504273504274,89.88888888888889,early
Sleeper,Tatkal,LKO,CNB,1,Adult,308,4,13,Rajdhani,461,No_Special_Consideration,No,0.0,1,5,2,244,0,0.0021645021645021645,61.6,early
3AC,Ladies,UMB,KOAA,4,Adult,1162,7,45,Rajdhani,431,No_Special_Consideration,No,0.0,1,5,3,244,0,0.009259259259259259,145.25,early
2AC,Tatkal,BSB,SC,4,Senior Citizen,1963,12,19,Rajdhani,143,No_Special_Consideration,No,0.0,1,5,4,244,0,0.027777777777777776,151.0,early
3AC,Tatkal,UMB,UMB,5,Adult,1430,18,12,Superfast,345,No_Special_Consideration,Yes,87.0,0,5,5,244,1,0.014450867052023121,75.26315789473684,early
2AC,Tatkal,ASR,BSB,1,Adult,1697,14,6,Express,409,Defense Quota,No,20.0,0,5,6,244,0,0.0024390243902439024,113.13333333333334,early
2AC,Tatkal,JU,JU,3,Child,556,13,7,Superfast,238,Defense Quota,No,0.0,1,5,0,244,0,0.012552301255230125,39.714285714285715,early
3AC,Ladies,BCT,JP,5,Senior Citizen,60,19,11,Shatabdi,402,Senior Citizen,Yes,19.0,0,5,1,244,1,0.01240694789081886,3.0,early
3AC,Tatkal,JHS,JU,3,Child,249,8,29,Shatabdi,483,Senior Citizen,Yes,0.0,1,5,2,244,1,0.006198347107438017,27.666666666666668,early
2AC,General,HWH,KOAA,2,Child,62,14,13,Shatabdi,119,Senior Citizen,Yes,0.0,1,5,3,244,1,0.016666666666666666,4.133333333333334,early
2AC,General,ASR,SC,1,Senior Citizen,51,12,11,Rajdhani,54,Defense Quota,Yes,13.0,0,5,4,244,1,0.01818181818181818,3.923076923076923,early
3AC,Tatkal,MMCT,JU,1,Senior Citizen,1045,18,8,Superfast,429,Defense Quota,No,0.0,1,5,5,244,0,0.002325581395348837,55.0,early
2AC,Tatkal,MMCT,MMCT,3,Child,894,19,34,Shatabdi,436,Defense Quota,No,0.0,1,5,6,244,0,0.006864988558352402,44.7,early
Sleeper,Premium Tatkal,MMCT,BCT,2,Senior Citizen,561,4,36,Rajdhani,197,Senior Citizen,No,0.0,1,5,0,244,0,0.010101010101010102,112.2,early
3AC,General,PNBE,JHS,4,Child,1097,17,40,Rajdhani,316,No_Special_Consideration,No,0.0,1,5,1,244,0,0.012618296529968454,60.94444444444444,early
3AC,Premium Tatkal,MAS,BSB,2,Senior Citizen,546,8,2,Express,209,Senior Citizen,Yes,0.0,1,5,2,244,1,0.009523809523809525,60.666666666666664,early
2AC,General,JHS,BCT,2,Senior Citizen,1787,12,13,Rajdhani,6,Senior Citizen,No,126.0,0,5,3,244,0,0.2857142857142857,137.46153846153845,early
3AC,Premium Tatkal,KOAA,JHS,2,Adult,1916,10,38,Rajdhani,256,Defense Quota,Yes,0.0,1,5,4,244,1,0.007782101167315175,174.1818181818182,early
3AC,Ladies,KOAA,BSB,2,Child,847,5,42,Shatabdi,342,No_Special_Consideration,No,0.0,1,5,5,244,0,0.0058309037900874635,141.16666666666666,early
1AC,Premium Tatkal,LTT,UMB,3,Adult,332,15,2,Rajdhani,124,No_Special_Consideration,Yes,0.0,1,5,6,244,1,0.024,20.75,early
2AC,Premium Tatkal,JU,JU,5,Senior Citizen,752,16,13,Express,480,Senior Citizen,No,0.0,1,5,0,244,0,0.010395010395010396,44.23529411764706,early
1AC,General,HWH,ASR,3,Adult,1348,6,27,Superfast,311,Senior Citizen,No,0.0,1,5,1,244,0,0.009615384615384616,192.57142857142858,early
2AC,Tatkal,BBS,NJP,2,Child,1855,2,34,Express,260,Defense Quota,No,138.0,0,5,2,244,0,0.007662835249042145,618.3333333333334,early
Sleeper,General,MAS,MAS,2,Child,886,17,42,Shatabdi,459,Defense Quota,Yes,0.0,1,5,3,244,1,0.004347826086956522,49.22222222222222,early
1AC,Tatkal,ADI,KOAA,4,Senior Citizen,166,13,10,Express,302,Senior Citizen,No,0.0,1,5,4,244,0,0.013201320132013201,11.857142857142858,early
1AC,Tatkal,SBC,MAS,4,Adult,805,10,24,Superfast,464,Senior Citizen,Yes,160.0,0,5,5,244,1,0.008602150537634409,73.18181818181819,early
3AC,General,MMCT,NJP,3,Child,1400,14,40,Express,111,Defense Quota,No,0.0,1,6,6,244,0,0.026785714285714284,93.33333333333333,early
3AC,Tatkal,JU,MAS,5,Child,1991,2,4,Express,228,Senior Citizen,No,0.0,1,6,0,244,0,0.021834061135371178,663.6666666666666,early
1AC,Tatkal,NJP,SBC,4,Senior Citizen,1467,17,29,Rajdhani,55,Senior Citizen,Yes,106.0,0,6,1,244,1,0.07142857142857142,81.5,early
2AC,Premium Tatkal,NJP,NJP,1,Adult,837,11,40,Superfast,304,Senior Citizen,No,0.0,1,6,2,244,0,0.003278688524590164,69.75,early
3AC,General,MMCT,LTT,1,Adult,372,4,46,Rajdhani,37,Defense Quota,No,0.0,1,6,3,244,0,0.02631578947368421,74.4,early
2AC,Tatkal,ASR,NJP,5,Adult,1728,14,26,Express,86,Senior Citizen,No,0.0,1,6,4,244,0,0.05747126436781609,115.2,early
Sleeper,Ladies,LKO,ADI,4,Adult,777,4,17,Express,182,No_Special_Consideration,Yes,41.0,0,6,5,244,1,0.02185792349726776,155.4,early
3AC,General,JP,PNBE,2,Child,970,8,10,Express,187,No_Special_Consideration,Yes,0.0,1,6,6,244,1,0.010638297872340425,107.77777777777777,early
1AC,Tatkal,ADI,MMCT,4,Child,1355,10,10,Shatabdi,383,Defense Quota,Yes,182.0,0,6,0,244,1,0.010416666666666666,123.18181818181819,early
3AC,General,BSB,SC,3,Adult,195,2,13,Superfast,311,No_Special_Consideration,Yes,0.0,1,6,1,244,1,0.009615384615384616,65.0,early
2AC,General,ASR,HWH,4,Senior Citizen,1528,3,18,Superfast,394,No_Special_Consideration,Yes,0.0,1,6,2,244,1,0.010126582278481013,382.0,early
1AC,General,KOAA,BSB,5,Senior Citizen,871,9,14,Rajdhani,192,Senior Citizen,Yes,0.0,1,6,3,244,1,0.025906735751295335,87.1,early
Sleeper,General,LTT,LKO,3,Child,1072,17,28,Rajdhani,417,No_Special_Consideration,Yes,42.0,0,6,4,244,1,0.007177033492822967,59.55555555555556,early
1AC,Tatkal,ASR,UMB,4,Senior Citizen,1811,12,19,Superfast,409,Senior Citizen,Yes,0.0,1,6,5,244,1,0.00975609756097561,139.30769230769232,early
Sleeper,Ladies,HWH,LKO,2,Adult,1371,14,39,Rajdhani,405,Defense Quota,No,0.0,1,6,6,244,0,0.0049261083743842365,91.4,early
Sleeper,General,BSB,BSB,5,Adult,1463,18,14,Express,118,Defense Quota,No,0.0,1,6,0,244,0,0.04201680672268908,77.0,early
3AC,Premium Tatkal,PNBE,LTT,1,Adult,1657,11,5,Express,209,No_Special_Consideration,Yes,40.0,0,6,1,244,1,0.004761904761904762,138.08333333333334,early
2AC,Premium Tatkal,PNBE,JP,2,Child,1729,11,37,Rajdhani,59,No_Special_Consideration,No,192.0,0,6,2,244,0,0.03333333333333333,144.08333333333334,early
1AC,General,JU,CSMT,5,Child,1748,5,39,Express,34,Senior Citizen,No,48.0,0,6,3,244,0,0.14285714285714285,291.3333333333333,early
3AC,Premium Tatkal,MMCT,UMB,3,Senior Citizen,1606,6,35,Rajdhani,475,Defense Quota,No,0.0,1,6,4,244,0,0.0063025210084033615,229.42857142857142,early
2AC,General,PNBE,BCT,2,Child,1960,18,10,Express,262,No_Special_Consideration,No,119.0,0,6,5,244,0,0.0076045627376425855,103.15789473684211,early
Sleeper,Tatkal,HWH,LTT,5,Adult,327,14,33,Superfast,223,No_Special_Consideration,Yes,0.0,1,6,6,244,1,0.022321428571428572,21.8,early
2AC,Tatkal,NDLS,MAS,2,Adult,700,10,6,Rajdhani,288,No_Special_Consideration,No,0.0,1,6,0,244,0,0.006920415224913495,63.63636363636363,early
2AC,Premium Tatkal,BSB,SC,4,Adult,1539,17,29,Rajdhani,419,Defense Quota,No,0.0,1,6,1,244,0,0.009523809523809525,85.5,early
2AC,Premium Tatkal,UMB,CNB,1,Senior Citizen,434,5,38,Shatabdi,147,No_Special_Consideration,No,168.0,0,6,2,244,0,0.006756756756756757,72.33333333333333,early
2AC,Ladies,JHS,GKP,1,Adult,1044,18,13,Superfast,161,Senior Citizen,Yes,0.0,1,6,3,244,1,0.006172839506172839,54.94736842105263,early
2AC,Ladies,ADI,PNBE,5,Senior Citizen,1923,7,45,Shatabdi,90,No_Special_Consideration,Yes,199.0,0,6,4,244,1,0.054945054945054944,240.375,early
3AC,Tatkal,BBS,SBC,4,Adult,638,13,47,Superfast,151,Senior Citizen,No,0.0,1,6,5,244,0,0.02631578947368421,45.57142857142857,early
2AC,Ladies,NJP,MAS,3,Child,1243,3,31,Superfast,64,Defense Quota,Yes,47.0,0,6,6,244,1,0.046153846153846156,310.75,early
3AC,Tatkal,CSMT,JU,2,Adult,774,7,26,Rajdhani,352,Senior Citizen,No,0.0,1,6,0,244,0,0.0056657223796034,96.75,early
2AC,Ladies,ASR,CNB,3,Senior Citizen,537,3,28,Shatabdi,220,No_Special_Consideration,Yes,0.0,1,7,1,244,1,0.013574660633484163,134.25,early
2AC,Ladies,UMB,KOAA,4,Senior Citizen,1436,6,26,Express,120,Defense Quota,Yes,0.0,1,7,2,244,1,0.03305785123966942,205.14285714285714,early
3AC,Premium Tatkal,LTT,CSMT,2,Senior Citizen,1797,3,17,Shatabdi,282,Defense Quota,No,176.0,0,7,3,244,0,0.007067137809187279,449.25,early
1AC,Ladies,UMB,SBC,1,Child,108,7,33,Shatabdi,280,Defense Quota,Yes,96.0,0,7,4,244,1,0.0035587188612099642,13.5,early
2AC,General,MAS,HWH,3,Adult,805,10,21,Express,271,Senior Citizen,No,0.0,1,7,5,244,0,0.011029411764705883,73.18181818181819,early
1AC,Tatkal,KOAA,UMB,2,Adult,1067,14,38,Express,323,Defense Quota,No,0.0,1,7,6,244,0,0.006172839506172839,71.13333333333334,early
3AC,Ladies,JU,CSMT,2,Senior Citizen,1714,2,14,Rajdhani,202,Defense Quota,Yes,0.0,1,7,0,244,1,0.009852216748768473,571.3333333333334,early
1AC,General,BCT,BCT,4,Child,561,2,46,Superfast,74,Defense Quota,Yes,42.0,0,7,1,244,1,0.05333333333333334,187.0,early
3AC,Ladies,ASR,NJP,5,Adult,1877,13,38,Express,411,Defense Quota,No,0.0,1,7,2,244,0,0.012135922330097087,134.07142857142858,early
1AC,Premium Tatkal,LKO,KOAA,1,Child,603,5,31,Superfast,161,Senior Citizen,No,46.0,0,7,3,244,0,0.006172839506172839,100.5,early
3AC,Tatkal,CSMT,CNB,3,Adult,50,15,34,Rajdhani,297,Senior Citizen,Yes,0.0,1,7,4,244,1,0.010067114093959731,3.125,early
2AC,Tatkal,MMCT,BSB,5,Adult,1740,9,5,Shatabdi,215,Senior Citizen,Yes,0.0,1,7,5,244,1,0.023148148148148147,174.0,early
1AC,Ladies,SC,MMCT,2,Child,101,6,7,Shatabdi,105,Senior Citizen,No,0.0,1,7,6,244,0,0.018867924528301886,14.428571428571429,early
Sleeper,Tatkal,LTT,MMCT,1,Senior Citizen,1871,17,39,Express,215,No_Special_Consideration,No,0.0,1,7,0,244,0,0.004629629629629629,103.94444444444444,early
2AC,Premium Tatkal,HWH,GKP,1,Child,312,12,35,Superfast,120,No_Special_Consideration,Yes,0.0,1,7,1,244,1,0.008264462809917356,24.0,early
Sleeper,Premium Tatkal,MAS,JU,4,Senior Citizen,539,10,20,Express,35,No_Special_Consideration,No,73.0,0,7,2,244,0,0.1111111111111111,49.0,early
1AC,Premium Tatkal,BCT,NJP,5,Senior Citizen,583,6,19,Shatabdi,382,Senior Citizen,No,9.0,0,7,3,244,0,0.013054830287206266,83.28571428571429,early
2AC,General,CNB,GKP,2,Child,1437,4,10,Rajdhani,481,Senior Citizen,No,0.0,1,7,4,244,0,0.004149377593360996,287.4,early
2AC,Ladies,LKO,HWH,5,Child,1661,10,6,Express,388,Defense Quota,Yes,66.0,0,7,5,244,1,0.012853470437017995,151.0,early
1AC,General,MMCT,LTT,1,Child,1492,6,23,Express,12,Defense Quota,No,0.0,1,7,6,244,0,0.07692307692307693,213.14285714285714,early
2AC,General,HWH,JHS,2,Child,735,10,11,Express,326,No_Special_Consideration,Yes,53.0,0,7,0,244,1,0.0061162079510703364,66.81818181818181,early
2AC,Premium Tatkal,CNB,SC,2,Adult,115,17,45,Shatabdi,405,No_Special_Consideration,No,0.0,1,7,1,244,0,0.0049261083743842365,6.388888888888889,early
Sleeper,Tatkal,MMCT,JHS,4,Senior Citizen,1748,13,42,Shatabdi,136,Senior Citizen,Yes,4.0,0,7,2,244,1,0.029197080291970802,124.85714285714286,early
1AC,Premium Tatkal,NJP,MAS,5,Adult,1107,7,24,Express,401,Defense Quota,No,0.0,1,7,3,244,0,0.012437810945273632,138.375,early
2AC,Ladies,JHS,UMB,3,Adult,1180,6,38,Shatabdi,183,Senior Citizen,No,16.0,0,7,4,244,0,0.016304347826086956,168.57142857142858,early
1AC,General,JP,BBS,3,Child,158,17,36,Shatabdi,111,Defense Quota,Yes,0.0,1,7,5,244,1,0.026785714285714284,8.777777777777779,early
3AC,Tatkal,GKP,ASR,3,Senior Citizen,818,4,40,Shatabdi,270,Defense Quota,No,0.0,1,7,6,244,0,0.01107011070110701,163.6,early
1AC,Tatkal,SC,BSB,5,Senior Citizen,253,2,46,Rajdhani,345,Senior Citizen,Yes,22.0,0,7,0,244,1,0.014450867052023121,84.33333333333333,early
3AC,Premium Tatkal,BSB,SBC,3,Adult,188,15,19,Shatabdi,365,Defense Quota,No,0.0,1,7,1,244,0,0.00819672131147541,11.75,early
3AC,Tatkal,ADI,LKO,2,Adult,1498,17,14,Shatabdi,167,Defense Quota,No,138.0,0,7,2,244,0,0.011904761904761904,83.22222222222223,early
2AC,Ladies,BSB,PNBE,4,Child,170,12,4,Superfast,488,Senior Citizen,Yes,0.0,1,7,3,244,1,0.0081799591002045,13.076923076923077,early
3AC,Ladies,BSB,ASR,3,Senior Citizen,220,4,23,Superfast,368,Defense Quota,Yes,0.0,1,8,4,244,1,0.008130081300813009,44.0,early
1AC,Premium Tatkal,NJP,BCT,4,Senior Citizen,401,19,19,Superfast,243,Senior Citizen,No,0.0,1,8,5,244,0,0.01639344262295082,20.05,early
