Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
1,831,5,38,296,6,6,244,0.0033670033670033,138.5,1,3AC,Tatkal,SBC,CNB,Rajdhani,No_Special_Consideration,Yes,early,Adult
3,512,10,42,312,3,3,244,0.0095846645367412,46.54545454545455,1,Sleeper,Tatkal,BBS,GKP,Superfast,Senior Citizen,Yes,early,Child
2,1000,15,15,238,6,0,244,0.00836820083682,62.5,0,2AC,Premium Tatkal,SC,CNB,Shatabdi,No_Special_Consideration,No,early,Adult
3,1525,11,19,91,3,0,244,0.0326086956521739,127.08333333333331,1,3AC,General,BCT,BBS,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,1118,6,31,286,2,6,244,0.0104529616724738,159.71428571428572,0,1AC,General,JP,JP,Superfast,Senior Citizen,No,early,Adult
1,1025,8,4,302,12,1,244,0.0033003300330033,113.88888888888889,0,3AC,Tatkal,KOAA,JP,Superfast,No_Special_Consideration,No,early,Senior Citizen
2,1837,5,27,171,2,4,244,0.0116279069767441,306.1666666666667,1,2AC,Tatkal,CNB,HWH,Superfast,No_Special_Consideration,Yes,early,Child
4,349,7,3,72,4,6,244,0.0547945205479452,43.625,0,Sleeper,Ladies,LKO,JHS,Superfast,Senior Citizen,No,early,Child
5,682,14,10,439,2,4,244,0.0113636363636363,45.46666666666667,0,2AC,Premium Tatkal,LKO,NDLS,Shatabdi,No_Special_Consideration,No,early,Child
3,105,4,37,0,5,6,244,3.0,21.0,0,2AC,Ladies,CSMT,SBC,Rajdhani,No_Special_Consideration,No,early,Adult
2,809,11,18,489,11,4,244,0.0040816326530612,67.41666666666667,1,2AC,Ladies,PNBE,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Child
5,684,7,33,137,3,0,244,0.036231884057971,85.5,1,2AC,Tatkal,JHS,MAS,Express,No_Special_Consideration,Yes,early,Child
3,971,16,37,401,2,6,244,0.0074626865671641,57.11764705882353,1,2AC,Ladies,MMCT,MAS,Express,Defense Quota,Yes,early,Senior Citizen
1,1243,11,7,216,6,2,244,0.0046082949308755,103.58333333333331,0,1AC,Ladies,JP,HWH,Rajdhani,No_Special_Consideration,No,early,Adult
2,1083,17,41,78,10,1,244,0.0253164556962025,60.166666666666664,0,Sleeper,Premium Tatkal,LKO,BBS,Shatabdi,Senior Citizen,No,early,Child
1,1627,12,17,202,4,5,244,0.0049261083743842,125.15384615384616,1,Sleeper,Tatkal,BCT,JHS,Express,No_Special_Consideration,Yes,early,Senior Citizen
5,548,17,43,468,9,2,244,0.0106609808102345,30.444444444444443,0,Sleeper,Ladies,CSMT,CSMT,Shatabdi,Senior Citizen,No,early,Child
1,68,11,39,96,8,3,244,0.0103092783505154,5.666666666666667,0,2AC,Ladies,JP,KOAA,Express,Defense Quota,No,early,Child
3,1078,16,21,429,1,1,244,0.0069767441860465,63.411764705882355,1,Sleeper,General,KOAA,KOAA,Rajdhani,Defense Quota,Yes,early,Adult
2,668,15,28,314,8,0,244,0.0063492063492063,41.75,0,1AC,Premium Tatkal,ADI,NDLS,Rajdhani,Senior Citizen,No,early,Child
3,1301,4,20,442,11,2,244,0.0067720090293453,260.2,1,2AC,Tatkal,LKO,BCT,Superfast,No_Special_Consideration,Yes,early,Adult
4,1790,6,4,320,8,3,244,0.0124610591900311,255.71428571428572,0,Sleeper,Tatkal,BBS,NJP,Express,No_Special_Consideration,No,early,Adult
5,1294,8,2,81,2,5,244,0.0609756097560975,143.77777777777777,1,Sleeper,Tatkal,BSB,NDLS,Express,No_Special_Consideration,Yes,early,Senior Citizen
5,1019,15,8,205,9,0,244,0.0242718446601941,63.6875,0,2AC,Tatkal,SBC,UMB,Superfast,Senior Citizen,No,early,Senior Citizen
4,1945,7,24,291,6,2,244,0.0136986301369863,243.125,0,2AC,Premium Tatkal,BSB,PNBE,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
4,556,5,17,206,5,3,244,0.0193236714975845,92.66666666666669,0,Sleeper,Ladies,PNBE,JHS,Express,No_Special_Consideration,No,early,Child
4,700,13,45,137,7,0,244,0.0289855072463768,50.0,1,2AC,Premium Tatkal,BCT,CSMT,Express,No_Special_Consideration,Yes,early,Adult
3,681,5,32,66,1,2,244,0.044776119402985,113.5,1,2AC,Tatkal,KOAA,NJP,Express,Senior Citizen,Yes,early,Child
1,1895,17,11,301,12,0,244,0.0033112582781456,105.27777777777776,1,Sleeper,Ladies,PNBE,GKP,Rajdhani,Defense Quota,Yes,early,Child
4,853,12,32,418,4,5,244,0.0095465393794749,65.61538461538461,0,3AC,Premium Tatkal,PNBE,GKP,Rajdhani,No_Special_Consideration,No,early,Child
3,913,12,31,414,3,3,244,0.0072289156626506,70.23076923076923,1,Sleeper,Ladies,JP,CNB,Shatabdi,Defense Quota,Yes,early,Adult
5,259,2,43,130,3,1,244,0.0381679389312977,86.33333333333333,0,2AC,Tatkal,BCT,LTT,Express,Defense Quota,No,early,Adult
2,770,10,5,256,3,4,244,0.0077821011673151,70.0,1,3AC,Premium Tatkal,BBS,BBS,Rajdhani,Senior Citizen,Yes,early,Adult
1,385,18,43,321,7,1,244,0.0031055900621118,20.26315789473684,1,Sleeper,Tatkal,LTT,MMCT,Shatabdi,Defense Quota,Yes,early,Child
4,1896,3,23,444,10,3,244,0.0089887640449438,474.0,0,1AC,General,CNB,JP,Express,Defense Quota,No,early,Child
1,301,18,44,143,1,6,244,0.0069444444444444,15.842105263157896,1,3AC,Ladies,NJP,BCT,Superfast,Defense Quota,Yes,early,Adult
4,863,16,19,376,4,1,244,0.0106100795755968,50.76470588235294,0,Sleeper,Tatkal,SC,LKO,Superfast,No_Special_Consideration,No,early,Adult
3,851,4,24,200,2,0,244,0.0149253731343283,170.2,1,2AC,Premium Tatkal,NJP,MAS,Express,Senior Citizen,Yes,early,Child
2,910,11,35,378,11,3,244,0.0052770448548812,75.83333333333333,0,2AC,Ladies,LKO,JP,Superfast,Senior Citizen,No,early,Adult
1,75,15,29,281,10,4,244,0.0035460992907801,4.6875,1,3AC,Premium Tatkal,LTT,JHS,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
2,326,2,47,385,1,5,244,0.005181347150259,108.66666666666669,0,1AC,General,NDLS,BSB,Superfast,No_Special_Consideration,No,early,Child
3,1318,11,27,18,9,4,244,0.1578947368421052,109.83333333333331,1,Sleeper,Ladies,MMCT,MMCT,Rajdhani,Defense Quota,Yes,early,Child
4,1898,15,33,97,11,4,244,0.0408163265306122,118.625,0,2AC,Ladies,ADI,JU,Rajdhani,No_Special_Consideration,No,early,Adult
5,977,16,11,447,2,6,244,0.0111607142857142,57.47058823529411,1,1AC,Premium Tatkal,PNBE,JU,Express,No_Special_Consideration,Yes,early,Adult
2,1195,2,8,330,8,5,244,0.0060422960725075,398.3333333333333,0,1AC,Tatkal,JHS,ADI,Rajdhani,Defense Quota,No,early,Senior Citizen
1,558,17,39,64,3,4,244,0.0153846153846153,31.0,1,Sleeper,Premium Tatkal,CSMT,JHS,Superfast,No_Special_Consideration,Yes,early,Adult
1,913,15,44,5,12,3,244,0.1666666666666666,57.0625,1,2AC,Premium Tatkal,NDLS,UMB,Rajdhani,No_Special_Consideration,Yes,early,Child
5,1130,2,6,290,3,2,244,0.0171821305841924,376.6666666666667,1,3AC,Premium Tatkal,BSB,PNBE,Rajdhani,Defense Quota,Yes,early,Child
3,1123,2,37,164,3,1,244,0.0181818181818181,374.3333333333333,1,Sleeper,Tatkal,MMCT,HWH,Shatabdi,Senior Citizen,Yes,early,Child
2,1766,4,26,255,7,3,244,0.0078125,353.2,0,Sleeper,Ladies,SBC,ADI,Shatabdi,Senior Citizen,No,early,Senior Citizen
3,322,11,32,409,10,4,244,0.0073170731707317,26.833333333333332,0,Sleeper,General,BCT,JP,Superfast,Senior Citizen,No,early,Child
1,1510,7,44,452,10,2,244,0.0022075055187637,188.75,0,2AC,Tatkal,BCT,PNBE,Shatabdi,Senior Citizen,No,early,Child
1,1603,9,25,404,1,5,244,0.0024691358024691,160.3,1,Sleeper,General,ADI,SC,Express,Defense Quota,Yes,early,Adult
2,722,15,39,238,1,6,244,0.00836820083682,45.125,1,1AC,Ladies,SBC,PNBE,Shatabdi,Defense Quota,Yes,early,Adult
3,870,17,44,398,2,4,244,0.0075187969924812,48.333333333333336,1,Sleeper,Premium Tatkal,SBC,LKO,Shatabdi,Defense Quota,Yes,early,Adult
2,1298,7,23,38,9,2,244,0.0512820512820512,162.25,1,1AC,Tatkal,BSB,JP,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
3,358,15,32,268,3,4,244,0.0111524163568773,22.375,0,Sleeper,Tatkal,JU,SBC,Express,Senior Citizen,No,early,Adult
2,1394,9,33,444,1,5,244,0.0044943820224719,139.4,0,2AC,General,ASR,LTT,Superfast,Senior Citizen,No,early,Adult
4,1428,15,15,79,6,5,244,0.05,89.25,0,1AC,Tatkal,GKP,SBC,Express,Defense Quota,No,early,Child
1,976,17,47,263,12,4,244,0.0037878787878787,54.22222222222222,1,3AC,Premium Tatkal,MMCT,SBC,Rajdhani,Senior Citizen,Yes,early,Child
1,659,7,2,292,2,1,244,0.0034129692832764,82.375,1,3AC,Ladies,ADI,JHS,Superfast,Defense Quota,Yes,early,Senior Citizen
3,1083,2,12,189,7,0,244,0.0157894736842105,361.0,0,3AC,Tatkal,MAS,JP,Express,Senior Citizen,No,early,Child
2,252,6,18,457,3,4,244,0.0043668122270742,36.0,1,Sleeper,General,NJP,LKO,Shatabdi,Senior Citizen,Yes,early,Adult
3,985,12,34,463,2,3,244,0.0064655172413793,75.76923076923077,1,2AC,Tatkal,CSMT,ADI,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
4,1966,7,28,10,3,4,244,0.3636363636363636,245.75,0,1AC,Premium Tatkal,HWH,JHS,Shatabdi,No_Special_Consideration,No,early,Adult
2,165,5,8,345,2,0,244,0.0057803468208092,27.5,1,2AC,Ladies,SC,JHS,Rajdhani,No_Special_Consideration,Yes,early,Adult
2,344,12,6,13,6,0,244,0.1428571428571428,26.46153846153846,0,2AC,Premium Tatkal,HWH,PNBE,Superfast,Senior Citizen,No,early,Adult
4,81,5,19,370,6,0,244,0.0107816711590296,13.5,1,3AC,Premium Tatkal,NDLS,PNBE,Shatabdi,Defense Quota,Yes,early,Child
3,1728,7,20,236,5,2,244,0.0126582278481012,216.0,0,Sleeper,General,SC,SBC,Shatabdi,Defense Quota,No,early,Senior Citizen
4,561,13,18,74,6,5,244,0.0533333333333333,40.07142857142857,0,2AC,Ladies,CNB,BSB,Shatabdi,Senior Citizen,No,early,Child
5,1594,12,25,378,5,4,244,0.0131926121372031,122.6153846153846,0,1AC,General,CNB,PNBE,Express,No_Special_Consideration,No,early,Adult
2,1869,17,20,362,10,4,244,0.0055096418732782,103.83333333333331,1,1AC,Tatkal,ADI,JU,Superfast,No_Special_Consideration,Yes,early,Adult
3,598,16,47,302,11,4,244,0.0099009900990099,35.1764705882353,1,3AC,General,LTT,BSB,Shatabdi,No_Special_Consideration,Yes,early,Child
1,1547,7,39,136,11,5,244,0.0072992700729927,193.375,0,Sleeper,Ladies,JHS,PNBE,Shatabdi,No_Special_Consideration,No,early,Child
1,1192,14,12,373,11,3,244,0.0026737967914438,79.46666666666667,0,1AC,General,NJP,GKP,Express,No_Special_Consideration,No,early,Adult
4,1141,16,13,256,2,6,244,0.0155642023346303,67.11764705882354,1,1AC,Tatkal,MAS,KOAA,Superfast,Defense Quota,Yes,early,Adult
2,430,13,47,435,11,6,244,0.0045871559633027,30.714285714285715,1,Sleeper,Premium Tatkal,MMCT,JP,Express,Senior Citizen,Yes,early,Child
4,1806,8,8,184,10,0,244,0.0216216216216216,200.66666666666663,1,2AC,Ladies,SC,PNBE,Rajdhani,Defense Quota,Yes,early,Child
3,461,10,26,321,6,4,244,0.0093167701863354,41.90909090909091,0,3AC,Tatkal,NDLS,LKO,Express,Defense Quota,No,early,Senior Citizen
5,277,14,25,170,4,2,244,0.0292397660818713,18.466666666666665,1,2AC,Ladies,JP,HWH,Rajdhani,Senior Citizen,Yes,early,Child
4,1809,13,29,327,8,3,244,0.0121951219512195,129.21428571428572,0,Sleeper,Premium Tatkal,LTT,SBC,Express,Senior Citizen,No,early,Senior Citizen
2,1703,13,19,426,10,2,244,0.0046838407494145,121.64285714285714,0,3AC,General,UMB,ADI,Shatabdi,Defense Quota,No,early,Child
5,1846,7,6,72,5,0,244,0.0684931506849315,230.75,1,3AC,General,CSMT,PNBE,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
1,167,19,19,406,1,5,244,0.0024570024570024,8.35,1,Sleeper,Premium Tatkal,UMB,JU,Superfast,Defense Quota,Yes,early,Child
5,535,10,8,118,7,5,244,0.042016806722689,48.63636363636363,1,3AC,General,JHS,CNB,Shatabdi,Senior Citizen,Yes,early,Child
1,1984,18,2,425,2,4,244,0.0023474178403755,104.42105263157896,1,Sleeper,General,HWH,BSB,Express,Senior Citizen,Yes,early,Child
2,132,8,10,19,10,6,244,0.1,14.666666666666666,0,3AC,Tatkal,SC,JU,Express,Defense Quota,No,early,Child
2,1494,10,27,363,11,2,244,0.0054945054945054,135.8181818181818,0,1AC,Ladies,SBC,MAS,Shatabdi,Senior Citizen,No,early,Adult
2,825,14,28,11,8,5,244,0.1666666666666666,55.0,0,1AC,Premium Tatkal,MAS,BBS,Express,No_Special_Consideration,No,early,Senior Citizen
2,51,16,15,169,2,2,244,0.0117647058823529,3.0,1,2AC,Ladies,BBS,BCT,Superfast,Defense Quota,Yes,early,Senior Citizen
3,1735,5,42,142,4,1,244,0.0209790209790209,289.1666666666667,0,2AC,General,PNBE,SBC,Express,Defense Quota,No,early,Adult
5,1949,7,12,262,6,3,244,0.0190114068441064,243.625,1,1AC,Ladies,ADI,SC,Rajdhani,No_Special_Consideration,Yes,early,Adult
1,1039,6,33,444,7,2,244,0.0022471910112359,148.42857142857142,1,Sleeper,Ladies,JP,LTT,Rajdhani,Defense Quota,Yes,early,Adult
3,1087,2,44,58,5,2,244,0.0508474576271186,362.3333333333333,0,2AC,Ladies,UMB,BSB,Shatabdi,Defense Quota,No,early,Adult
5,513,5,46,317,3,3,244,0.0157232704402515,85.5,0,2AC,Tatkal,JHS,GKP,Rajdhani,Defense Quota,No,early,Adult
3,706,9,29,303,5,6,244,0.0098684210526315,70.6,1,3AC,Ladies,MAS,SBC,Express,Senior Citizen,Yes,early,Adult
5,333,11,40,371,3,1,244,0.0134408602150537,27.75,1,2AC,General,KOAA,NDLS,Rajdhani,No_Special_Consideration,Yes,early,Child
3,1840,9,41,139,10,2,244,0.0214285714285714,184.0,0,3AC,General,HWH,BSB,Superfast,Defense Quota,No,early,Adult
3,1757,18,15,404,7,3,244,0.0074074074074074,92.47368421052632,0,2AC,Tatkal,UMB,LTT,Superfast,No_Special_Consideration,No,early,Adult
2,1746,2,46,480,12,6,244,0.0041580041580041,582.0,1,2AC,Ladies,MAS,GKP,Express,No_Special_Consideration,Yes,early,Adult
3,812,13,18,338,8,0,244,0.0088495575221238,58.0,1,2AC,Ladies,BSB,BSB,Express,No_Special_Consideration,Yes,early,Senior Citizen
4,429,6,36,132,8,0,244,0.0300751879699248,61.285714285714285,1,2AC,General,CNB,NDLS,Express,Defense Quota,Yes,early,Child
4,374,9,39,51,2,6,244,0.0769230769230769,37.4,1,2AC,Ladies,JP,ADI,Shatabdi,Senior Citizen,Yes,early,Child
3,690,19,27,213,7,6,244,0.014018691588785,34.5,1,3AC,Tatkal,JU,CNB,Rajdhani,Senior Citizen,Yes,early,Child
5,1950,2,7,416,2,3,244,0.0119904076738609,650.0,0,Sleeper,Tatkal,ASR,KOAA,Superfast,Senior Citizen,No,early,Child
1,1228,7,25,396,10,5,244,0.0025188916876574,153.5,0,Sleeper,Ladies,NJP,MAS,Express,No_Special_Consideration,No,early,Child
3,1433,2,46,17,7,2,244,0.1666666666666666,477.6666666666667,1,2AC,General,MAS,JHS,Superfast,Senior Citizen,Yes,early,Senior Citizen
3,395,19,45,159,3,0,244,0.01875,19.75,0,3AC,General,PNBE,SC,Express,Defense Quota,No,early,Senior Citizen
1,1976,10,47,24,7,1,244,0.04,179.63636363636363,1,2AC,Tatkal,NJP,HWH,Express,No_Special_Consideration,Yes,early,Child
1,100,16,30,422,2,1,244,0.0023640661938534,5.882352941176471,1,Sleeper,General,PNBE,NDLS,Superfast,Senior Citizen,Yes,early,Adult
1,1660,7,42,21,1,0,244,0.0454545454545454,207.5,1,Sleeper,Tatkal,HWH,PNBE,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
4,828,12,7,126,2,2,244,0.0314960629921259,63.69230769230769,0,Sleeper,Tatkal,HWH,SBC,Express,Senior Citizen,No,early,Adult
4,563,2,45,70,11,1,244,0.056338028169014,187.66666666666663,1,2AC,General,BCT,CNB,Superfast,No_Special_Consideration,Yes,early,Adult
3,1833,12,28,2,2,4,244,1.0,141.0,0,1AC,Tatkal,SC,BBS,Express,Defense Quota,No,early,Child
1,1076,6,30,265,9,0,244,0.0037593984962406,153.71428571428572,1,2AC,Tatkal,BBS,HWH,Shatabdi,Senior Citizen,Yes,early,Child
2,1285,4,26,387,3,0,244,0.0051546391752577,257.0,1,1AC,Premium Tatkal,HWH,MAS,Express,Defense Quota,Yes,early,Senior Citizen
5,1478,11,42,160,10,5,244,0.031055900621118,123.16666666666669,1,2AC,Tatkal,JU,MMCT,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
2,403,4,34,283,12,6,244,0.0070422535211267,80.6,0,3AC,Ladies,PNBE,CNB,Express,Senior Citizen,No,early,Adult
1,1401,18,23,283,5,0,244,0.0035211267605633,73.73684210526316,0,Sleeper,General,BSB,LKO,Superfast,Defense Quota,No,early,Senior Citizen
4,154,18,35,300,11,0,244,0.0132890365448504,8.105263157894736,0,3AC,Tatkal,UMB,LTT,Shatabdi,Senior Citizen,No,early,Adult
2,982,14,14,156,6,0,244,0.0127388535031847,65.46666666666667,0,2AC,General,JP,HWH,Express,Senior Citizen,No,early,Child
2,1541,7,13,330,9,5,244,0.0060422960725075,192.625,0,Sleeper,Tatkal,BCT,NJP,Express,No_Special_Consideration,No,early,Adult
5,1207,12,19,264,5,0,244,0.0188679245283018,92.84615384615384,1,2AC,General,BSB,BCT,Rajdhani,No_Special_Consideration,Yes,early,Child
1,746,12,30,75,9,1,244,0.0131578947368421,57.38461538461539,0,1AC,General,UMB,ASR,Shatabdi,Defense Quota,No,early,Senior Citizen
5,1598,10,15,262,10,5,244,0.0190114068441064,145.27272727272728,0,2AC,Tatkal,MAS,PNBE,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1587,14,12,310,10,5,244,0.0160771704180064,105.8,1,Sleeper,Premium Tatkal,ASR,CSMT,Shatabdi,Senior Citizen,Yes,early,Adult
2,1998,9,16,126,10,1,244,0.0157480314960629,199.8,1,3AC,Premium Tatkal,LKO,NDLS,Superfast,Senior Citizen,Yes,early,Senior Citizen
4,1609,6,14,248,4,2,244,0.0160642570281124,229.8571428571429,1,2AC,Ladies,BSB,MMCT,Express,Senior Citizen,Yes,early,Child
1,1946,19,44,195,6,3,244,0.0051020408163265,97.3,0,Sleeper,Premium Tatkal,JHS,CNB,Shatabdi,No_Special_Consideration,No,early,Child
1,1270,8,5,452,2,6,244,0.0022075055187637,141.11111111111111,0,2AC,General,NJP,ASR,Shatabdi,Senior Citizen,No,early,Child
3,1967,10,22,128,8,1,244,0.0232558139534883,178.8181818181818,0,3AC,Tatkal,ADI,GKP,Rajdhani,Defense Quota,No,early,Child
2,1718,8,36,288,7,1,244,0.0069204152249134,190.88888888888889,0,1AC,Premium Tatkal,CNB,JHS,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
5,1254,9,17,255,3,6,244,0.01953125,125.4,1,3AC,General,KOAA,SC,Shatabdi,No_Special_Consideration,Yes,early,Adult
1,1740,4,12,301,6,4,244,0.0033112582781456,348.0,1,1AC,General,ASR,UMB,Superfast,Senior Citizen,Yes,early,Senior Citizen
1,1306,17,37,131,9,6,244,0.0075757575757575,72.55555555555556,0,1AC,General,LTT,JU,Express,Defense Quota,No,early,Adult
1,1554,8,38,25,1,3,244,0.0384615384615384,172.66666666666666,0,3AC,Premium Tatkal,NJP,ASR,Superfast,Defense Quota,No,early,Child
1,659,11,40,62,3,6,244,0.0158730158730158,54.916666666666664,0,1AC,General,BBS,GKP,Superfast,Senior Citizen,No,early,Senior Citizen
2,836,3,36,292,2,4,244,0.0068259385665529,209.0,1,1AC,Ladies,JP,MMCT,Superfast,Senior Citizen,Yes,early,Child
2,109,18,13,176,2,6,244,0.0112994350282485,5.7368421052631575,1,3AC,Ladies,GKP,ADI,Shatabdi,Senior Citizen,Yes,early,Child
4,1024,15,5,420,7,3,244,0.009501187648456,64.0,1,3AC,General,NJP,LTT,Shatabdi,Senior Citizen,Yes,early,Child
4,709,14,18,341,10,3,244,0.0116959064327485,47.266666666666666,0,2AC,Tatkal,CNB,UMB,Shatabdi,Senior Citizen,No,early,Child
1,1377,18,10,480,10,4,244,0.002079002079002,72.47368421052632,0,Sleeper,Ladies,BCT,CNB,Superfast,No_Special_Consideration,No,early,Senior Citizen
4,634,10,34,114,2,5,244,0.0347826086956521,57.63636363636363,0,3AC,Ladies,BBS,JP,Superfast,No_Special_Consideration,No,early,Adult
1,1001,15,30,479,4,4,244,0.0020833333333333,62.5625,1,2AC,Tatkal,SBC,GKP,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
3,669,11,26,121,9,0,244,0.0245901639344262,55.75,1,3AC,General,MAS,HWH,Express,Senior Citizen,Yes,early,Child
3,530,11,28,180,9,5,244,0.0165745856353591,44.166666666666664,0,Sleeper,Tatkal,LKO,PNBE,Superfast,Defense Quota,No,early,Child
4,1263,13,5,378,4,4,244,0.0105540897097625,90.21428571428572,1,3AC,Ladies,CNB,GKP,Express,Defense Quota,Yes,early,Child
3,188,13,37,119,5,5,244,0.025,13.428571428571429,0,Sleeper,Premium Tatkal,LKO,KOAA,Rajdhani,No_Special_Consideration,No,early,Adult
4,1043,17,44,178,4,3,244,0.0223463687150838,57.94444444444444,1,3AC,General,HWH,BSB,Superfast,No_Special_Consideration,Yes,early,Child
4,865,3,2,74,8,1,244,0.0533333333333333,216.25,1,1AC,Ladies,BSB,SBC,Superfast,No_Special_Consideration,Yes,early,Adult
2,1680,19,15,458,6,1,244,0.0043572984749455,84.0,1,3AC,General,JU,PNBE,Express,Senior Citizen,Yes,early,Senior Citizen
3,1445,8,8,409,6,2,244,0.0073170731707317,160.55555555555554,0,1AC,General,PNBE,MMCT,Shatabdi,Senior Citizen,No,early,Senior Citizen
1,287,12,39,283,7,2,244,0.0035211267605633,22.076923076923077,1,2AC,Ladies,MMCT,JU,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,1947,15,34,422,5,6,244,0.0118203309692671,121.6875,1,Sleeper,General,GKP,KOAA,Superfast,Senior Citizen,Yes,early,Child
3,1521,8,35,383,11,3,244,0.0078125,169.0,0,2AC,Premium Tatkal,JHS,PNBE,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
2,799,12,16,461,4,5,244,0.0043290043290043,61.46153846153846,1,Sleeper,Ladies,NJP,BCT,Shatabdi,Defense Quota,Yes,early,Adult
2,1720,18,38,231,2,3,244,0.0086206896551724,90.52631578947368,0,3AC,Premium Tatkal,CSMT,NDLS,Express,Senior Citizen,No,early,Senior Citizen
4,1026,15,46,229,10,4,244,0.017391304347826,64.125,1,3AC,General,MAS,JU,Shatabdi,Senior Citizen,Yes,early,Child
3,1692,5,30,302,3,0,244,0.0099009900990099,282.0,1,3AC,Tatkal,CNB,NDLS,Express,No_Special_Consideration,Yes,early,Child
2,135,16,5,433,10,0,244,0.0046082949308755,7.9411764705882355,1,3AC,Tatkal,SC,MAS,Express,Senior Citizen,Yes,early,Child
5,539,14,20,144,8,2,244,0.0344827586206896,35.93333333333333,1,1AC,General,LTT,KOAA,Superfast,Defense Quota,Yes,early,Adult
4,73,9,4,172,5,4,244,0.0231213872832369,7.3,1,2AC,Ladies,JHS,CSMT,Express,Senior Citizen,Yes,early,Senior Citizen
4,1240,6,6,462,7,1,244,0.0086393088552915,177.14285714285714,1,1AC,Ladies,NDLS,PNBE,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,1562,10,12,111,7,5,244,0.0267857142857142,142.0,1,2AC,Tatkal,MAS,MMCT,Shatabdi,No_Special_Consideration,Yes,early,Child
1,618,8,14,145,12,6,244,0.0068493150684931,68.66666666666667,0,3AC,Ladies,NJP,BCT,Express,Defense Quota,No,early,Child
2,364,11,27,133,10,0,244,0.0149253731343283,30.333333333333332,1,1AC,General,SC,SBC,Rajdhani,Defense Quota,Yes,early,Senior Citizen
4,1772,3,26,230,2,0,244,0.0173160173160173,443.0,1,2AC,Premium Tatkal,MAS,UMB,Shatabdi,No_Special_Consideration,Yes,early,Adult
4,1756,2,29,156,6,1,244,0.0254777070063694,585.3333333333334,0,1AC,General,SC,MMCT,Rajdhani,Defense Quota,No,early,Senior Citizen
3,603,2,26,156,6,6,244,0.019108280254777,201.0,1,1AC,Tatkal,SBC,KOAA,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
4,1074,19,32,296,4,0,244,0.0134680134680134,53.7,0,Sleeper,General,ASR,BSB,Shatabdi,Defense Quota,No,early,Senior Citizen
3,572,6,30,473,9,3,244,0.0063291139240506,81.71428571428571,0,1AC,Ladies,NDLS,SBC,Superfast,Defense Quota,No,early,Child
5,1267,2,32,22,6,6,244,0.217391304347826,422.3333333333333,0,2AC,Premium Tatkal,HWH,ASR,Superfast,Senior Citizen,No,early,Adult
5,588,8,33,324,3,2,244,0.0153846153846153,65.33333333333333,0,1AC,General,UMB,JP,Superfast,No_Special_Consideration,No,early,Senior Citizen
3,274,17,25,336,7,6,244,0.0089020771513353,15.22222222222222,0,2AC,Ladies,KOAA,MMCT,Rajdhani,Defense Quota,No,early,Child
1,1767,6,40,132,10,4,244,0.0075187969924812,252.42857142857144,1,1AC,Premium Tatkal,LKO,CSMT,Superfast,Senior Citizen,Yes,early,Child
2,1066,14,17,393,12,6,244,0.0050761421319796,71.06666666666666,0,2AC,Ladies,JHS,MAS,Rajdhani,Defense Quota,No,early,Child
3,1186,8,23,324,5,2,244,0.0092307692307692,131.77777777777777,1,1AC,Premium Tatkal,JU,BSB,Superfast,No_Special_Consideration,Yes,early,Child
